id,category,subcategory,rule_text,date_updated,fee_amounts_jpy,links,audience,ai_can_answer,requires_fee_disclaimer,needs_review,review_reason
P083,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,"CHANGE: Recieved wrong item | Sent new item due to Prob R, Recieved wrong item | Returned item from old customer",,,,internal,False,False,False,
P084,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,"CHANGE: New plan- ex. 50gb to 100gb | Sent new item due to Prob R, plan changed | Returned item from old customer",,,,internal,False,False,False,
P085,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,"CHANGE to 3.3GB FREE | Sent new item due to Prob R, Discontinued AU10GB3D- replaced to 3.3GB | Returned item from old customer",,,,internal,False,False,False,
P086,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,"CHANGE to 100GB Unlimited: FREE | Sent new item due to Prob R, Discontinued AU10GB3D- replaced to 100GB unli | Returned item from old customer",,,,internal,False,False,False,
P087,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,"CHANGE to Other Plan: Not FREE | Sent new item due to Prob R, Discontinued AU10GB3D- replaced to other plan | Returned item from old customer",,,,internal,False,False,False,
P088,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,"CHANGE: HIKARI Rental Item Problem | Sent new item due to Prob R, HIKARI Rental Item Problem | Returned item from old customer",,,,internal,False,False,False,
P089,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,CANCEL: Money Return | Cancel item and request refund | Returned item from cancelled customer,,,,internal,False,False,False,
P090,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,CANCEL: Note Received | Cancel item and not received | Returned item from cancelled customer,,,,internal,False,False,False,
P091,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,"CANCEL: Stop Contract within 1 month | Cancel item within 1 month, Only paid COD | Returned item from old customer",,,,internal,False,False,False,
P092,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,RETURN: Stop Contract+Deposit return | Cancel item and request refund of deposit | Returned item from old customer,,,,internal,False,False,False,
P093,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,RETURNED: Staff's Rental Item | Returned item from Staff's rental | Returned item from MUR Japan staff,,,,internal,False,False,False,
P094,PLAN FILE: KINTONE Status,- office sent final cancel list to provider,RETURN: HIKARI's Rental item | Returned item from HIKARI's rental | Returned item from old customer,,,,internal,False,False,False,
P095,PLAN FILE: General Rules (Physical SIMWi-F,,For updating | Rules and Regulation v1.2,,,https://docs.google.com/spreadsheets/u/0/d/1pt19mp4IuTI4k2ufoaETrBdwbQA7jbwSQJJ6vYMCwig/edit,customer,True,False,False,
P096,PLAN FILE: General Rules (Physical SIMWi-F,,CS FLOW CHART : https://drive.google.com/drive/folders/1cBZkMTepPDyQlUMw5qAldMRJDKRkcaVA?usp=sharing,,,https://drive.google.com/drive/folders/1cBZkMTepPDyQlUMw5qAldMRJDKRkcaVA?usp=sharing,internal,False,False,True,auto-tagged internal (staff-ops keyword) - confirm
P097,PLAN FILE: General Rules (Physical SIMWi-F,,TUTORIAL VIDEOS ON OUR PRODUCT CAN BE FOUND ON YOUTUBE : https://www.youtube.com/channel/UCJcDvrobLZTql1M3hoqJIDg/videos,,,https://www.youtube.com/channel/UCJcDvrobLZTql1M3hoqJIDg/videos,customer,True,False,False,
P098,PLAN FILE: General Rules (Physical SIMWi-F,,HOW TO LINK : https://drive.google.com/drive/folders/1tTj2-gYr7NOp0tFBhdHA3i54H077-pbl?usp=sharing,,,https://drive.google.com/drive/folders/1tTj2-gYr7NOp0tFBhdHA3i54H077-pbl?usp=sharing,internal,False,False,True,auto-tagged internal (staff-ops keyword) - confirm
P099,PLAN FILE: General Rules (Physical SIMWi-F,,CS FAQ: https://docs.google.com/spreadsheets/d/1uO4Bc3vu_-Mo-31w_VrINi2RxumyqnFTTTVuVAEqKIs/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1uO4Bc3vu_-Mo-31w_VrINi2RxumyqnFTTTVuVAEqKIs/edit?usp=sharing,customer,True,False,False,
P100,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"1.0 | Monthly Payment by Smartpit in convenience store , Tutorial on How to PAY https://www.youtube.com/watch?v=P6BdaR8BThc",,,https://www.youtube.com/watch?v=P6BdaR8BThc,customer,True,False,False,
P101,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"2.0 | When customer wanted to pay by Bank Transfer, inform them to transfer here : https://drive.google.com/drive/folders/1-IBQxMb2sKV3yo87tR783Fo4Bvc2N9Jl?usp=sharing , for Bank transfer, please input in ALL REQUEST with the bank receipt and customer number/smartpit number/phone number after paid ( please recommend customer to pay by SMARTPIT)",,,https://drive.google.com/drive/folders/1-IBQxMb2sKV3yo87tR783Fo4Bvc2N9Jl?usp=sharing,internal,False,False,True,auto-tagged internal (staff-ops keyword) - confirm
P102,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,3.0 | ¥300 Fine for payment after deadline,,300,,customer,True,True,False,
P103,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"4.0 | Late payment above 7days, signal will be stopped",,,,customer,True,False,False,
P104,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,5.0 | Minimum use: 4 months,,,,customer,True,False,False,
P105,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"6.0 | Cancellation before 4 months , 5000 YEN cancellation Fee",,5000,,customer,True,True,False,
P106,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"7.0 | To stop contract, Products need to be return back to the company Post Box return ➡️ https://www.youtube.com/watch?v=miGuDENLFbs Convenience store return ➡️ https://www.youtube.com/watch?v=6jT3Ai-iUZU",,,https://www.youtube.com/watch?v=miGuDENLFbs,customer,True,False,False,
P107,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"8.0 | If customer would like to cancel on MAY , item must be returned by last day of MAY",,,,customer,True,False,False,
P108,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"9.0 | All item must be returned for any plan upon cancellation , failing to return will be penalized",,,,customer,True,False,False,
P109,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"10.0 | Late more than 10 days , the sim will be REISSUE (permanent disconnection) , REISSUE fee (refer to point 2.) need to be paid to continue using , after reissue fee+unpaid months paid , we will send replacement",,,,customer,True,False,False,
P110,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"11.0 | If there is signal problem within 5 days, we will offer free replacement",,,,customer,True,False,False,
P111,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"12.0 | If there are missing items upon delivery, we will send new ones",,,,customer,True,False,False,
P112,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,13.0 | Can be used on SIMFREE phones only,,,,customer,True,False,False,
P113,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"14.0 | If cancel normally , unpaid bill must be settled and return the device",,,,customer,True,False,False,
P114,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,(payment must be 3 months consecutive months + COD price upon start date- based on kintone) No 5000Yen early cancellation fee needed,,5000,,internal,False,False,True,auto-tagged internal (staff-ops keyword) - confirm; contains COD/discount amount - confirm AI exposure policy
P115,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"15.0 | If cancel after the sim/wifi reissued, only reissue fee need to be paid and return the device",,,,customer,True,False,False,
P116,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,deleted | 17.0 | 15.2 re-issue= customer wants to contine ( consult to MUICD for the price - *re-issue fee +normal fee),,,,customer,True,False,False,
P117,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"19.0 | if cancel before 4 months normally, cancellation fee must be paid + unpaid bill if available",,,,customer,True,False,False,
P118,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"20.0 | if cancel before 4 months but already reissued, reissue fee must be paid (please refer to re-issue fee guidelines)",,,,customer,True,False,False,
P119,PLAN FILE: General Rules (Physical SIMWi-F,GENERAL RULES,"21.0 | D-call sim not supported in iPhone- suggest change plan to s-sim/softbank voice sim- within 7 days after delivery date(change fee applies- COD price of previous plan less COD price of chosen new plan; if new plan has cheaper COD the difference is not refundable) / if not willing, process refund if within 7 days after delivery date",2023-05-02,,,customer,True,False,False,
